title	DOI	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Parasympathetic reactivation after maximal CPET depends on exercise modality and resting vagal activity in healthy men	10.1186/s40064-015-0882-1	http://dx.doi.org/10.1186/s40064-015-0882-1	2193-1801	SpringerPlus	Felipe A Cunha			2015	1670320988	0	0	0	0	6	0	6	0	6	0	101	5	TRUE	Felipe A Cunha, Adrian W Midgley, Thiago Gonçalves, Pedro P Soares, Paulo Farinatti	2193-1801	29	NA	NA	NA
Partial Body Weight-Supported Treadmill Training in Spinocerebellar Ataxia	10.1155/2018/7172686	http://dx.doi.org/10.1155/2018/7172686	2090-2867	Rehabilitation Research & Practice	Laura Alice Santos de Oliveira			2018	1535786705	1	0	0	0	5	0	4	0	5	0	83	4	TRUE	Laura Alice Santos de Oliveira, Camilla Polonini Martins, Carlos Henrique Ramos Horsczaruk, Débora Cristina Lima da Silva, Luiz Felipe Vasconcellos, Agnaldo José Lopes, Míriam Raquel Meira Mainenti, Erika de Carvalho Rodrigues	2090-2867	6	2.2	0.44	A3
Patients should not rely on low back pain information from Brazilian official websites: A mixed-methods review	10.1016/j.bjpt.2022.100389	http://dx.doi.org/10.1016/j.bjpt.2022.100389	0211-5638	Fisioterapia : organo de la Asociacion Espanola de Fisioterapia.	Raiany Pires Santos			2022	1660639845	0	0	0	0	56	0	32	0	32	0	43	21	TRUE	Raiany Pires Santos, Thamires Prazeres Alonso, Igor Macedo Tavares Correia, Leandro Calazans Nogueira, Ney Meziat-Filho, Felipe J J Reis	0211-5638	8	0.4	0.138	B2
Patients with chronic musculoskeletal pain present low level of the knowledge about the neurophysiology of pain	10.1080/21679169.2019.1676307	http://dx.doi.org/10.1080/21679169.2019.1676307	2167-9169	The European Journal Of Physiotherapy	Paula S. Ferreira			2019	1591576848	0	0	0	0	33	0	30	0	30	0	46	18	FALSE	Paula S. Ferreira, Leticia A. Corrêa, Juliana V. Bittencourt, Felipe J. J. Reis, Ney Meziat-Filho, Leandro A. C. Nogueira	2167-9169	4	2.0	0.418	NA
Patients with Subacromial Pain Syndrome Present no Reduction of Shoulder Proprioception: A Matched Case‐Control Study	10.1002/pmrj.12055	http://dx.doi.org/10.1002/pmrj.12055	1934-1482	PM&R	Bruno S.Q. Gomes			2019	1644155069	0	0	0	0	2	0	2	0	2	0	55	1	FALSE	Bruno S.Q. Gomes, Vanessa K. Coelho, Bruno S. Terra, Priscila S. Bunn, Bruno T. Saragiotto, Arthur S. Ferreira, Leandro A.C. Nogueira	1934-1482	1	3.9	0.688	A3
Performance during the Glittre-ADL test between patients with and without post-tuberculosis bronchiectasis: A cross-sectional study	10.1371/journal.pone.0290850	http://dx.doi.org/10.1371/journal.pone.0290850	1932-6203	PLOS ONE	Cristiane Pires Motta			2023	1693671064	0	0	0	0	1	0	1	0	1	0	12	1	TRUE	Cristiane Pires Motta, Davi Luiz Olimpio da Silva, Lohana Resende da Costa, Giselle Faria Galhardo, Agnaldo José Lopes	1932-6203	0	6.0	0.839	A1
Performance of National and Foreign Models for Predicting the 6-Minute Walk Distance for Assessment of Functional Exercise Capacity of Brazilian Elderly Women	10.1097/tgr.0000000000000134	http://dx.doi.org/10.1097/tgr.0000000000000134	0882-7524	Topics in Geriatric Rehabilitation	Neysa Laila Xavier Rangel Marques			2017	1645526358	0	0	0	0	1	0	1	0	1	0	18	1	FALSE	Neysa Laila Xavier Rangel Marques, Arthur de Sá Ferreira, Débora Pedroza Guedes da Silva, Sara Lúcia Silveira de Menezes, Fernando Silva Guimarães, Cristina Márcia Dias	0882-7524	3	1.1	0.204	B1
Perspective-taking in blindness: electrophysiological evidence of altered action representations	10.1152/jn.00332.2011	http://dx.doi.org/10.1152/jn.00332.2011	0022-3077	Journal of Neurophysiology	Luís Aureliano Imbiriba			2012	1358448893	0	0	0	0	10	0	9	0	9	0	45	6	FALSE	Luís Aureliano Imbiriba, Maitê Mello Russo, Laura Alice Santos de Oliveira, Ana Paula Fontana, Erika de Carvalho Rodrigues, Marco Antonio Cavalcanti Garcia, Claudia D. Vargas	0022-3077	5	5.1	0.984	A4
Photogrammetric Variables Used by Physical Therapists to Detect Neck Pain and to Refer for Physiotherapeutic Intervention: A Cross-Sectional Study	10.1016/j.jmpt.2018.11.014	http://dx.doi.org/10.1016/j.jmpt.2018.11.014	0161-4754	Journal of Manipulative & Physiological Therapeutics	Érica C N Vieira			2019	1643843252	1	0	0	0	17	0	11	0	12	0	50	7	FALSE	Érica C N Vieira, Ney A M Meziat-Filho, Arthur S Ferreira	0161-4754	3	2.5	0.419	A2
Physical exercise improves functional capacity and quality of life in patients with acromegaly: a 12-week follow-up study	10.1007/s12020-019-02011-x	http://dx.doi.org/10.1007/s12020-019-02011-x	1355-008X	Endocrine	Tatiana Rafaela Lemos Lima			2019	1594857600	0	0	0	0	1	0	0	0	1	0	46	1	FALSE	Tatiana Rafaela Lemos Lima, Leandro Kasuki, Monica Gadelha, Agnaldo José Lopes	1355-008X	9	6.4	0.844	A4
Physiological strain to prolonged exercise bouts at the walk–run transition speeds depends on locomotion mode in healthy untrained men	10.1111/sms.12693	http://dx.doi.org/10.1111/sms.12693	0905-7188	Scandinavian Journal of Medicine & Science in Sports	W. D. Monteiro			2016	1464713245	0	0	0	0	3	0	3	0	3	0	31	2	FALSE	W. D. Monteiro, F. A. Cunha, E. X. Ivo, R. A. Freire, B. S. Silva, P. Farinatti	0905-7188	3	7.8	1.485	A1
Pico de fluxo da tosse para predizer o resultado da extubação: uma revisão sistemática e metanálise	10.5935/0103-507x.20210060	http://dx.doi.org/10.5935/0103-507x.20210060	0103-507X	Revista Brasileira de Terapia Intensiva	Natália de Araújo Ferreira			2021	1675093317	0	0	0	0	2	0	2	0	2	0	25	1	TRUE	Natália de Araújo Ferreira, Arthur de Sá Ferreira, Fernando Silva Guimarães	0103-507X	1	2.7	0.373	B1
Plasma Homocysteine and Arterial Stiffness: Risk Factors or Risk Markers for Cardiovascular Diseases?	10.1111/jch.12549	http://dx.doi.org/10.1111/jch.12549	1559-4564	Journal of the Cardiometabolic Syndrome	Arthur de Sá Ferreira			2015	1648468071	0	0	0	0	1	0	1	0	1	0	15	1	TRUE	Arthur de Sá Ferreira	1559-4564	3	NA	NA	NA
Positive end-expiratory pressure induced changes in airway driving pressure in mechanically ventilated COVID-19 Acute Respiratory Distress Syndrome patients	10.1186/s13054-023-04345-5	http://dx.doi.org/10.1186/s13054-023-04345-5	1364-8535	Critical Care	Mônica Rodrigues da Cruz			2023	1681986236	0	1	0	0	3	0	2	0	3	0	5	9	TRUE	Mônica Rodrigues da Cruz, Luciana Moisés Camilo, Tiago Batista da Costa Xavier, Gabriel Casulari da Motta Ribeiro, Denise Machado Medeiros, Luís Felipe da Fonseca Reis, Bruno Leonardo da Silva Guimarães, André Miguel Japiassú, Alysson Roncally Silva Carvalho	1364-8535	1	18.8	2.975	A1
Poststroke consequences upon optimization properties of postural sway during upright stance: a cross-sectional study	10.1080/10749357.2022.2130620	http://dx.doi.org/10.1080/10749357.2022.2130620	1074-9357	Topics in Stroke Rehabilitation	Flávia A.F. Oliveira			2022	1690313728	0	0	0	0	6	0	5	0	5	0	8	4	FALSE	Flávia A.F. Oliveira, Camilla P. Martins, Laura A.S. de Oliveira, Erika C. Rodrigues, Arthur S. Ferreira, Thiago Lemos	1074-9357	0	4.5	0.835	A1
Postural balance and its association with functionality and quality of life in non‐hospitalized patients with post‐acute COVID‐19 syndrome	10.1002/pri.1967	http://dx.doi.org/10.1002/pri.1967	1358-2267	Physiotherapy Research International	Kennedy Cristian Alves de Sousa			2022	1658673684	0	1	0	0	71	0	68	0	69	0	50	44	TRUE	Kennedy Cristian Alves de Sousa, Damara Guedes Gardel, Agnaldo José Lopes	1358-2267	17	3.4	0.608	A4
Postural balance in Machado-Joseph disease	10.1016/j.jns.2015.08.935	http://dx.doi.org/10.1016/j.jns.2015.08.935	0022-510X	Journal of the Neurological Sciences	M. Orsini			2015	1648723050	0	0	0	0	1	0	1	0	1	0	2	1	TRUE	M. Orsini, C.H.M. Reis, A.S. Ferreira, G. Quintanilha, J.A. Souza, M.A.A. Leite, V. Guedes, M. Xavier, A.C.A.F. Ferreira, M.R.G. Freitas, O.J.M. Nascimento	0022-510X	0	6.5	1.042	A3
Postural Control during Different Unipodal Positions in Professional Ballet Dancers	10.12678/1089-313x.21.4.151	http://dx.doi.org/10.12678/1089-313x.21.4.151	1089-313X	Journal of Dance Medicine & Science	Michelle Costa de Mello			2017	1646046708	1	0	0	0	2	0	1	0	2	0	73	1	FALSE	Michelle Costa de Mello, Arthur de Sá Ferreira, Lilian Ramiro Felicio	1089-313X	29	1.5	0.401	A3
Postural control in football players with vision impairment: Effect of sports adaptation or visual input restriction?	10.1590/s1980-657420220010821	http://dx.doi.org/10.1590/s1980-657420220010821	1415-9805	Motriz: Revista de Educação Física	Monica M. Nascimento			2022	1661905746	0	0	0	0	11	0	10	0	10	0	12	8	TRUE	Monica M. Nascimento, Pablo R.O. Silva, Lilian R. Felício, Míriam R.M. Mainenti, Humberto L. Miranda, Gabriel A. Paz, Thiago Lemos, Arthur de Sá Ferreira, Patrícia S. Vigário	1415-9805	0	0.9	0.199	B1
Postural Muscle Unit Plasticity in Stroke Survivors: Altered Distribution of Gastrocnemius' Action Potentials	10.3389/fneur.2019.00686	http://dx.doi.org/10.3389/fneur.2019.00686	1664-2295	Frontiers in Neurology	Taian M. Vieira			2019	1561613568	0	0	0	0	2	0	2	0	2	0	33	1	TRUE	Taian M. Vieira, Thiago Lemos, Laura A. S. Oliveira, Carlos H. R. Horsczaruk, Gabriel R. Freitas, Fernanda Tovar-Moll, Erika C. Rodrigues	1664-2295	7	4.8	0.966	A4
Postural tasks are associated with center of pressure spatial patterns of three-dimensional statokinesigrams in young and elderly healthy subjects	10.1016/j.humov.2013.06.005	http://dx.doi.org/10.1016/j.humov.2013.06.005	0167-9457	Human Movement Science	Patrícia Junqueira Ferraz Baracat			2013	1654027583	0	0	0	0	3	0	3	0	3	0	48	2	FALSE	Patrícia Junqueira Ferraz Baracat, Arthur de Sá Ferreira	0167-9457	11	4.3	0.628	A3
Posturography measures in specific ballet stance position discriminate ballet dancers with different occurrences of musculoskeletal injuries	10.1016/j.jbmt.2023.04.020	http://dx.doi.org/10.1016/j.jbmt.2023.04.020	1360-8592	Journal of Bodywork & Movement Therapies	Michelle Costa			2023	1682731136	0	0	0	0	6	0	3	0	3	0	12	2	FALSE	Michelle Costa, Pedro E C Saldanha, Arthur S Ferreira, Lilian R Felicio, Thiago Lemos	1360-8592	0	2.5	0.48	A2
Pragmatic Combinations of Acupuncture Points for Lateral Epicondylalgia are Unreliable in the Physiotherapy Setting	10.1016/j.jams.2018.07.006	http://dx.doi.org/10.1016/j.jams.2018.07.006	2005-2901	Journal of Acupuncture and Meridian Studies	Danielle T Alvim			2018	1673008712	0	0	0	0	5	0	3	0	3	0	61	2	TRUE	Danielle T Alvim, Arthur S Ferreira	2005-2901	2	1.8	0.255	A4
Pragmatic neural tissue management improves short-term pain and disability in patients with sciatica: a single-arm clinical trial	10.1080/10669817.2019.1580420	http://dx.doi.org/10.1080/10669817.2019.1580420	1066-9817	Journal of Manual & Manipulative Therapy (Journal of Manual & Manipulative Therapy)	Renato Santos de Almeida			2019	1644617248	1	0	0	0	7	0	6	0	7	0	109	4	TRUE	Renato Santos de Almeida, Eduardo Machado, Tiê Parma Yamato, Luciano Santos De Melo, Leandro Alberto Calazans Nogueira	1066-9817	3	2.6	0.376	B1
Prediction models for physical function in COVID-19 survivors	10.1016/j.jbmt.2023.11.002	http://dx.doi.org/10.1016/j.jbmt.2023.11.002	1360-8592	Journal of Bodywork & Movement Therapies	João Eduardo de Azevedo Vieira			2023	1700706585	0	0	0	0	4	0	3	0	3	0	6	2	FALSE	João Eduardo de Azevedo Vieira, Arthur de Sá Ferreira, Laura Braga Monnerat, Mariana Soares da Cal, Angelo Thomaz Abalada Ghetti, Thiago Thomaz Mafort, Agnaldo José Lopes	1360-8592	1	2.5	0.48	A2
Predictive models of six-minute walking distance in adults with sickle cell anemia: Implications for rehabilitation	10.1016/j.jbmt.2016.02.005	http://dx.doi.org/10.1016/j.jbmt.2016.02.005	1360-8592	Journal of Bodywork & Movement Therapies	Cirlene de Lima Marinho			2016	1647266964	0	0	0	0	2	0	2	0	2	0	47	1	FALSE	Cirlene de Lima Marinho, Maria Christina Paixão Maioli, Andrea Ribeiro Soares, Ricardo Bedirian, Pedro Lopes de Melo, Fernando Silva Guimarães, Arthur de Sá Ferreira, Agnaldo José Lopes	1360-8592	12	2.5	0.48	A2
Predictors of functional capacity as measured by the Glittre activities of daily living test in women with rheumatoid arthritis	10.1590/1414-431x202010040	http://dx.doi.org/10.1590/1414-431x202010040	0100-879X	Brazilian Journal of Medical and Biological Research	M.J.A. Palugan			2021	1648633787	0	0	0	0	4	0	3	0	3	0	35	2	TRUE	M.J.A. Palugan, A.C.B. Assis, E.J.C. Bessa, A.S. Ferreira, A.J. Lopes	0100-879X	3	4.5	0.492	A3
Prefrontal tDCS modulates autonomic responses in COVID-19 inpatients	10.1016/j.brs.2023.03.001	http://dx.doi.org/10.1016/j.brs.2023.03.001	1935-861X	Brain Stimulation	Talita P Pinto			2023	1710077966	0	1	0	3	20	0	15	0	19	0	35	32	TRUE	Talita P Pinto, Jacqueline C Inácio, Erivelton de Aguiar, Arthur S Ferreira, Felipe Kenji Sudo, Fernanda Tovar-Moll, Erika C Rodrigues	1935-861X	1	12.9	2.438	A1
Prevalence and Risk Factors for Musculoskeletal Pain in Keyboard Musicians: A Systematic Review	10.1016/j.pmrj.2018.04.001	http://dx.doi.org/10.1016/j.pmrj.2018.04.001	1934-1482	PM&R	Leticia Amaral Corrêa			2018	1626971531	2	0	0	0	16	0	10	1	13	0	109	7	FALSE	Leticia Amaral Corrêa, Luciano Teixeira dos Santos, Edmur Nelson Nogueira Paranhos, Alfredo Ignacio Minetti Albertini, Patrícia do Carmo Silva Parreira, Leandro Alberto Calazans Nogueira	1934-1482	18	3.9	0.688	A3
Prevalence of Nonsteroidal Antiinflammatory Drugs Prescribed for Osteoarthritis: A Systematic Review and Meta‐Analysis of Observational Studies	10.1002/acr.25157	http://dx.doi.org/10.1002/acr.25157	2151-464X	Arthritis Care & Research	Zijing Yang			2023	1692357000	1	0	0	1	21	0	16	0	18	0	9	19	TRUE	Zijing Yang, Stephanie Mathieson, Sarah Kobayashi, Christina Abdel Shaheed, Leandro Alberto Calazans Nogueira, Milena Simic, Gustavo Machado, Andrew J. McLachlan	2151-464X	4	9.1	1.561	A1
Previous acute polio and post-polio syndrome: recognizing the pathophysiology for the establishment of rehabilitation programs	10.4081/ni.2015.5452	http://dx.doi.org/10.4081/ni.2015.5452	2035-8385	Neurology International	Marco Orsini			2015	1648205560	0	0	0	0	5	0	4	0	4	0	34	3	TRUE	Marco Orsini, Jano Alves de Souza, Marco Antonio Araújo Leite, Silmar Teixeira, Arthur de Sá Ferreira, Victor Hugo Bastos, Marcos R.G. de Freitas, Acary Bulle Oliveira	2035-8385	3	2.2	0.731	B2
Promoting integrative medicine by computerization of traditional Chinese medicine for scientific research and clinical practice: The SuiteTCM Project	10.3736/jintegrmed2013013	http://dx.doi.org/10.3736/jintegrmed2013013	2095-4964	Journal of Integrative Medicine	Arthur de Sá Ferreira			2013	1652356041	0	0	0	0	2	0	2	0	2	0	31	2	FALSE	Arthur de Sá Ferreira	2095-4964	7	7.5	0.791	A2
Pulmonary function, functional capacity and quality of life in adults with cystic fibrosis	10.1016/j.rppnen.2014.10.003	http://dx.doi.org/10.1016/j.rppnen.2014.10.003	2531-0429	Pulmonology	V.J. Ribeiro Moço			2015	1448115180	1	0	0	0	1	0	0	0	1	0	67	1	TRUE	V.J. Ribeiro Moço, A.J. Lopes, P. dos Santos Vigário, V.P. de Almeida, S.L.S. de Menezes, F.S. Guimarães	2531-0429	4	13.0	1.284	A4
Pulse waveform analysis as a bridge between pulse examination in Chinese medicine and cardiology	10.1007/s11655-013-1412-z	http://dx.doi.org/10.1007/s11655-013-1412-z	1672-0415	Chinese Journal of Integrative Medicine	Arthur de Sá Ferreira			2013	1652104061	0	0	0	0	2	0	2	0	2	0	20	2	FALSE	Arthur de Sá Ferreira, Agnaldo José Lopes	1672-0415	13	5.3	0.502	A3
Pulse Waveform Analysis of Chinese Pulse Images and Its Association with Disability in Hypertension	10.1016/j.jams.2015.06.012	http://dx.doi.org/10.1016/j.jams.2015.06.012	2005-2901	Journal of Acupuncture and Meridian Studies	Nathalia Gomes Ribeiro Moura			2015	1648811692	0	0	0	0	2	0	2	0	2	0	44	1	TRUE	Nathalia Gomes Ribeiro Moura, Arthur Sá Ferreira	2005-2901	22	1.8	0.255	A4
Quality of Life, Muscle Strength, and Fatigue Perception in Patients on Suppressive Therapy With Levothyroxine for Differentiated Thyroid Carcinoma	10.1097/coc.0b013e318248d864	http://dx.doi.org/10.1097/coc.0b013e318248d864	0277-3732	American Journal of Clinical Oncology: Cancer Clinical Trials	Dhiãnah Santini de Oliveira Chachamovitz			2013	1393102505	0	0	0	0	3	0	1	0	1	0	61	1	FALSE	Dhiãnah Santini de Oliveira Chachamovitz, Patrícia dos Santos Vigário, Mônica Fabíola Nogueira Cordeiro, Carmen Lucia Natividade de Castro, Mário Vaisman, Patrícia de Fátima dos Santos Teixeira	0277-3732	18	4.9	0.711	B1
Reference value for the 6-min walking distance in women with systemic sclerosis considering the impact of muscle strength	10.1016/j.clinbiomech.2023.106094	http://dx.doi.org/10.1016/j.clinbiomech.2023.106094	0268-0033	Clinical Biomechanics	Nathália Alves de Oliveira Saraiva			2023	1695909466	0	0	0	0	2	0	2	0	2	0	6	1	FALSE	Nathália Alves de Oliveira Saraiva, Iasmim de Oliveira Farias, Brenda Mesquita Dos Santos, Rosemere Saldanha Xavier, Agnaldo José Lopes	0268-0033	2	3.7	0.52	A3
Reference Value for the Distance Walked in the Six-Minute Walk Test in Obese Brazilian Men in the Preoperative Period of Bariatric Surgery	10.1155/2021/9577412	http://dx.doi.org/10.1155/2021/9577412	2090-0708	Journal of Obesity	Cesar Antonio Luchesa			2021	1648579639	0	0	0	0	1	0	1	0	1	0	36	1	TRUE	Cesar Antonio Luchesa, Thiago Thomaz Mafort, Rafael Rodrigues da Silva, Isabela Cristina Paro, Fernanda Micheli de Souza, Agnaldo José Lopes	2090-0708	0	7.4	1.025	A3
Reference Values for Human Posture Measurements Based on Computerized Photogrammetry: A Systematic Review	10.1016/j.jmpt.2016.12.001	http://dx.doi.org/10.1016/j.jmpt.2016.12.001	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Freire Macedo Ribeiro			2017	1625935215	0	0	0	0	1	0	1	0	1	0	159	1	FALSE	Ana Freire Macedo Ribeiro, Anke Bergmann, Thiago Lemos, Antônio Guilherme Pacheco, Maitê Mello Russo, Laura Alice Santos de Oliveira, Erika de Carvalho Rodrigues	0161-4754	37	2.5	0.419	A2
Relationship between percentages of heart rate reserve and oxygen uptake reserve during cycling and running	10.1519/jsc.0000000000002079	http://dx.doi.org/10.1519/jsc.0000000000002079	1064-8011	Journal of Strength & Conditioning Research	Giovanna C Guimarães			2019	1499177703	0	0	0	0	5	0	5	0	5	0	42	3	TRUE	Giovanna C Guimarães, Paulo T V Farinatti, Adrian W Midgley, Fabrício Vasconcellos, Patrícia Vigário, Felipe A Cunha	1064-8011	7	6.8	1.141	A2
Relationship between the Widespread Pain Index and the PainMAP software for pain sites measurement in patients with Widespread Pain	10.5935/2595-0118.20230003-en	http://dx.doi.org/10.5935/2595-0118.20230003-en	2595-0118	Brazilian Journal Of Pain	Juliana Valentim Bittencourt			2023	1682812699	0	0	0	0	6	0	6	0	6	0	4	5	TRUE	Juliana Valentim Bittencourt, Jéssica Pinto Martins do Rio, Leticia Amaral Corrêa, Felipe José Jandre dos Reis, Arthur de Sá Ferreira, Leandro Alberto Calazans Nogueira	2595-0118	0	NA	NA	B1
Relationship between ventilation heterogeneity and exercise intolerance in adults with sickle cell anemia	10.1590/1414-431x20176512	http://dx.doi.org/10.1590/1414-431x20176512	0100-879X	Brazilian Journal of Medical and Biological Research	A.J. Lopes			2017	1512481143	0	0	0	0	1	0	1	0	1	0	42	1	TRUE	A.J. Lopes, C.L. Marinho, U.D. Alves, C.E.A. Gonçalves, P.O. Silva, E.C. Botelho, R. Bedirian, A.R. Soares, M.C.P. Maioli	0100-879X	8	4.5	0.492	A3
Reliability and robustness of optimization properties for stabilization of the upright stance as determined using posturography	10.1016/j.jbiomech.2020.109686	http://dx.doi.org/10.1016/j.jbiomech.2020.109686	0021-9290	Journal of Biomechanics	Carla Porto			2020	1642761851	0	0	0	0	5	0	3	0	3	0	21	2	TRUE	Carla Porto, Thiago Lemos, Arthur Sá Ferreira	0021-9290	1	4.9	0.734	A1
Reliability of two pragmatic tools for assessing text neck	10.1016/j.jbmt.2018.01.007	http://dx.doi.org/10.1016/j.jbmt.2018.01.007	1360-8592	Journal of Bodywork & Movement Therapies	Gerson Moreira Damasceno			2018	1644666506	2	0	0	0	20	0	14	0	16	0	93	10	FALSE	Gerson Moreira Damasceno, Arthur Sá Ferreira, Leandro Alberto Calazans Nogueira, Felipe José Jandre Reis, Rodrigo Wagner Lara, Ney Meziat-Filho	1360-8592	4	2.5	0.48	A2
Reproducibility of the low back clinical postural grouping in adolescents	10.1016/j.jbmt.2015.11.004	http://dx.doi.org/10.1016/j.jbmt.2015.11.004	1360-8592	Journal of Bodywork & Movement Therapies	Ney Meziat-Filho			2015	1495101681	1	0	0	0	4	0	3	0	4	0	27	2	FALSE	Ney Meziat-Filho, Roberta Mendonça, Adriano Pezolato, Felipe J.J. Reis, Leandro Alberto Calazans Nogueira	1360-8592	3	2.5	0.48	A2
Resistance training reduces depressive symptoms in elderly people with Parkinson disease: A controlled randomized study	10.1111/sms.13528	http://dx.doi.org/10.1111/sms.13528	0905-7188	Scandinavian Journal of Medicine & Science in Sports	Tiago Alencar de Lima			2019	1567781330	4	0	0	0	10	0	6	0	10	0	225	5	FALSE	Tiago Alencar de Lima, Renilson Ferreira-Moraes, Wilson Mateus Gomes da Costa Alves, Thiago Gonçalves Gibson Alves, Clebson Pantoja Pimentel, Evitom Corrêa Sousa, Odilon Abrahin, Erik Artur Cortinhas‐Alves	0905-7188	32	7.8	1.485	A1
Role of dermatomes in the determination of therapeutic characteristics of channel acupoints: a similarity-based analysis of data compiled from literature	10.1186/1749-8546-8-24	http://dx.doi.org/10.1186/1749-8546-8-24	1991-0150	Chinese Medicine	Arthur S Ferreira			2013	1687988227	3	0	0	0	6	0	2	0	5	0	28	3	TRUE	Arthur S Ferreira, Alexandre B Luiz	1991-0150	3	9.3	NA	NA
Role of Transcutaneous Electric Nerve Stimulation in Pain and Pulmonary Function in Patients after Bariatric Surgery	10.1155/2022/9138602	http://dx.doi.org/10.1155/2022/9138602	2090-2867	Rehabilitation Research & Practice	Cesar Antonio Luchesa			2022	1655147007	0	0	0	0	6	0	3	0	3	0	29	3	TRUE	Cesar Antonio Luchesa, Agnaldo José Lopes	2090-2867	0	2.2	0.44	A3
Scleroderma: Assessment of posture, balance and pulmonary function in a cross-sectional controlled study	10.1016/j.clinbiomech.2015.03.013	http://dx.doi.org/10.1016/j.clinbiomech.2015.03.013	0268-0033	Clinical Biomechanics	Tatiana Rafaela Lemos Lima			2015	1427556907	0	0	0	0	3	0	3	0	3	0	57	3	FALSE	Tatiana Rafaela Lemos Lima, Fernando Silva Guimarães, Rafael Santos Neves, Sara Lucia Silveira Menezes, Agnaldo José Lopes	0268-0033	8	3.7	0.52	A3
Seated limits‐of‐stability of athletes with disabilities with regard to competitive levels and sport classification	10.1111/sms.12847	http://dx.doi.org/10.1111/sms.12847	0905-7188	Scandinavian Journal of Medicine & Science in Sports	P. B. R. Santos			2017	1645874510	0	0	0	0	1	0	1	0	1	0	73	1	FALSE	P. B. R. Santos, P. S. Vigário, M. R. M. Mainenti, A. S. Ferreira, T. Lemos	0905-7188	8	7.8	1.485	A1
Selecting the best ventilator hyperinflation technique based on physiologic markers: A randomized controlled crossover study	10.1016/j.hrtlng.2018.09.006	http://dx.doi.org/10.1016/j.hrtlng.2018.09.006	0147-9563	Heart & Lung	Beatriz S Ribeiro			2018	1580451086	0	0	0	0	33	0	29	0	29	0	78	19	FALSE	Beatriz S Ribeiro, Agnaldo J Lopes, Sara L S Menezes, Fernando S Guimarães	0147-9563	11	4.2	0.733	A3
Self-Guided Web-Based Pain Education for People With Musculoskeletal Pain: A Systematic Review and Meta-Analysis	10.1093/ptj/pzab167	http://dx.doi.org/10.1093/ptj/pzab167	0031-9023	Physical Therapy	Lívia de Oliveira Lima			2021	1707047935	0	0	0	0	83	0	64	0	64	0	81	36	TRUE	Lívia de Oliveira Lima, Bruno T Saragiotto, Leonardo Oliveira Pena Costa, Leandro Calazans Nogueira, Ney Meziat-Filho, Felipe J J Reis	0031-9023	12	5.3	1.193	A1
Sensitive training through body awareness to improve the writing of patients with writer’s cramp	10.4081/ni.2013.e24	http://dx.doi.org/10.4081/ni.2013.e24	2035-8385	Neurology International	Flavia Quadros Boisson Waissman			2013	1389906975	0	0	0	0	2	0	2	0	2	0	11	1	TRUE	Flavia Quadros Boisson Waissman, Marco Orsini, Osvaldo J.M. Nascimento, Marco Antônio A. Leite, João Santos Pereira	2035-8385	5	2.2	0.731	B2
Sensitivity for palpating lumbopelvic soft- tissues and bony landmarks and its associated factors: A single-blinded diagnostic accuracy study	10.3233/bmr-150356	http://dx.doi.org/10.3233/bmr-150356	1053-8127	Journal of Back & Musculoskeletal Rehabilitation	A.P.A. Ferreira			2017	1646218163	0	0	0	0	1	0	1	0	1	0	19	1	FALSE	A.P.A. Ferreira, L.C. Póvoa, J.F.C. Zanier, D.C. Machado, A.S. Ferreira	1053-8127	4	2.4	0.459	A4
Short-Term Changes in Posture and Pain of the Neck and Lower Back of Women Undergoing Lipoabdominoplasty: A Case Series Report	10.1016/j.jcm.2022.07.003	http://dx.doi.org/10.1016/j.jcm.2022.07.003	1556-3707	Journal of chiropractic medicine (Print)	Denise D Xavier			2022	1686587750	0	0	0	0	5	0	4	0	4	0	16	3	TRUE	Denise D Xavier, Ruth M Graf, Arthur S Ferreira	1556-3707	0	1.4	0.302	A1
Short-Term Effects of Hydrokinesiotherapy in Hospitalized Preterm Newborns	10.1155/2016/9285056	http://dx.doi.org/10.1155/2016/9285056	2090-2867	Rehabilitation Research & Practice	Welcy Cassiano de Oliveira Tobinaga			2016	1484570435	1	0	0	0	1	0	0	0	1	0	108	1	TRUE	Welcy Cassiano de Oliveira Tobinaga, Cirlene de Lima Marinho, Vera Lucia Barros Abelenda, Paula Morisco de Sá, Agnaldo José Lopes	2090-2867	3	2.2	0.44	A3
Short-Term Resistance Training Attenuates Cardiac Autonomic Dysfunction in Obese Adolescents.	10.1123/pes.2015-0191	http://dx.doi.org/10.1123/pes.2015-0191	0899-8493	Pediatric Exercise Science	Paulo Farinatti			2016	1454521884	0	0	0	0	3	0	3	0	3	0	89	2	FALSE	Paulo Farinatti, Silvio Rodrigues Marques Neto, Ingrid Dias, Felipe A. Cunha, Eliete Bouskela, Luiz G. Kraemer-Aguiar	0899-8493	23	4.6	0.536	A2
