title	doi	url	issns	journal	authors	issns1	issns2	published_on	last_updated	cited_by_fbwalls_count	cited_by_feeds_count	cited_by_gplus_count	cited_by_msm_count	cited_by_posts_count	cited_by_rdts_count	cited_by_tweeters_count	cited_by_videos_count	cited_by_accounts_count	cited_by_patents_count	mendeley	altmetric_score	is_oa	author.names	issn	citations	CiteScore	SJR	WebQualis
Obesity: systemic and pulmonary complications, biochemical abnormalities, and impairment of lung function	10.1186/s40248-016-0066-z	http://dx.doi.org/10.1186/s40248-016-0066-z	2049-6958	Multidisciplinary Respiratory Medicine	Thiago Thomaz Mafort			2016	1685787643	1	1	0	8	69	0	54	2	66	0	340	112	TRUE	Thiago Thomaz Mafort, Rogério Rufino, Cláudia Henrique Costa, Agnaldo José Lopes	2049-6958	158	5.0	0.685	A4
Observing Grasping Actions Directed to Emotion-Laden Objects: Effects upon Corticospinal Excitability	10.3389/fnhum.2016.00434	http://dx.doi.org/10.3389/fnhum.2016.00434	1662-5161	Frontiers in Human Neuroscience	Anaelli A. Nogueira-Campos			2016	1477088684	0	0	0	0	3	0	1	0	3	0	33	4	TRUE	Anaelli A. Nogueira-Campos, Ghislain Saunier, Valeria Della-Maggiore, Laura A. S. De Oliveira, Erika C. Rodrigues, Claudia D. Vargas	1662-5161	6	4.4	0.787	A2
On the Respiratory Mechanics Measured by Forced Oscillation Technique in Patients with Systemic Sclerosis	10.1371/journal.pone.0061657	http://dx.doi.org/10.1371/journal.pone.0061657	1932-6203	PLOS ONE	Ingrid Almeida Miranda			2013	1367214771	1	0	0	0	1	0	0	0	1	0	27	1	TRUE	Ingrid Almeida Miranda, Alvaro Camilo Dias Faria, Agnaldo José Lopes, José Manoel Jansen, Pedro Lopes de Melo	1932-6203	22	6.0	0.885	A1
One Session of Spinal Manipulation Improves the Cardiac Autonomic Control in Patients with Musculoskeletal Pain	10.1097/brs.0000000000003962	http://dx.doi.org/10.1097/brs.0000000000003962	0362-2436	Spine	Pedro Teixeira Vidinha Rodrigues			2021	1631201238	4	0	0	0	37	0	25	0	29	0	41	18	FALSE	Pedro Teixeira Vidinha Rodrigues, Leticia Amaral Corrêa, Felipe José Jandre Reis, Ney Armando Meziat-Filho, Bruno Moreira Silva, Leandro Alberto Calazans Nogueira	0362-2436	1	5.7	1.197	A1
One-month outcomes of patients with SARS-CoV-2 infection and their relationships with lung ultrasound signs	10.1186/s13089-021-00223-9	http://dx.doi.org/10.1186/s13089-021-00223-9	2524-8987	The Ultrasound Journal	Thiago Thomaz Mafort			2021	1648579670	0	0	0	0	10	0	10	0	10	0	62	7	TRUE	Thiago Thomaz Mafort, Rogério Rufino, Claudia Henrique da Costa, Mariana Soares da Cal, Laura Braga Monnerat, Patrícia Frascari Litrento, Laura Lizeth Zuluaga Parra, Arthur de Sá Earp de Souza Marinho, Agnaldo José Lopes	2524-8987	8	NA	0.724	B4
Optimal bipolar system positioning to provide information about the trapezius activity associated with scapular retraction during shoulder exercises for resistance training	10.1088/1361-6579/ac96cc	http://dx.doi.org/10.1088/1361-6579/ac96cc	0967-3334	Physiological Measurement	F V Dos Anjos			2022	1668265293	0	0	0	0	9	0	9	0	9	0	9	7	FALSE	F V Dos Anjos, G Boccia, P R Brustio, A Rainoldi, M Gazzoni	0967-3334	0	5.7	0.584	A3
Osteopathy and physiotherapy compared to physiotherapy alone on fatigue in long COVID: Study protocol for a pragmatic randomized controlled superiority trial	10.1016/j.ijosm.2022.04.004	http://dx.doi.org/10.1016/j.ijosm.2022.04.004	1746-0689	International Journal of Osteopathic Medicine	Ana Christina Certain Curi			2022	1682334070	0	1	0	0	73	1	58	0	60	0	72	44	TRUE	Ana Christina Certain Curi, Ana Paula Antunes Ferreira, Leandro Alberto Calazans Nogueira, Ney Armando Mello Meziat Filho, Arthur Sá Ferreira	1746-0689	1	1.9	0.23	A3
Overview of Curricula About Pain in Physical Therapist Education Programs in Brazil: A Faculty Survey	10.1093/ptj/pzy091	http://dx.doi.org/10.1093/ptj/pzy091	0031-9023	Physical Therapy	Jéssica S Venturine			2018	1560518706	3	0	0	0	42	0	28	0	31	0	63	20	TRUE	Jéssica S Venturine, Gabriel M T Pires, Monique L Pereira, Michelle G M Monteiro, Ney Meziat-Filho, Leandro C Nogueira, Felipe J J Reis	0031-9023	6	5.3	1.005	A1
Pain Characteristics and Their Relationship With Motor Dysfunction in Individuals With Parkinson Disease—A Cross‐Sectional Study	10.1111/papr.12803	http://dx.doi.org/10.1111/papr.12803	1530-7085	Pain Practice	Danielle C. Mattos			2019	1560285262	0	0	0	0	3	0	3	0	3	0	50	1	FALSE	Danielle C. Mattos, Ney A. Meziat Filho, Carla A. Pedron, Luiz F. Vasconcellos, Leandro A. C. Nogueira, Laura Alice Santos Oliveira	1530-7085	10	5.4	0.652	A2
Pain in COVID-19 patients: A call to action for physical therapists to provide pain management after an episode of COVID-19	10.1016/j.bjpt.2021.06.003	http://dx.doi.org/10.1016/j.bjpt.2021.06.003	1413-3555	Brazilian Journal of Physical Therapy	Juliana Valentim Bittencourt			2021	1651779375	1	0	0	0	7	0	5	0	7	0	27	7	TRUE	Juliana Valentim Bittencourt, Felipe José Jandre Reis, Leandro Alberto Calazans Nogueira	1413-3555	2	6.4	0.975	A2
Pain-related interference and pain-related psychosocial factors of three different subgroups of patients with chronic low back pain	10.1016/j.msksp.2023.102718	http://dx.doi.org/10.1016/j.msksp.2023.102718	2468-7812	Musculoskeletal Science and Practice	Leticia Amaral Corrêa			2023	1674518019	0	0	0	0	14	0	7	0	7	0	8	5	FALSE	Leticia Amaral Corrêa, Juliana Valentim Bittencourt, Stephanie Mathieson, Leandro Alberto Calazans Nogueira	2468-7812	0	3.9	0.636	A2
Parasympathetic reactivation after maximal CPET depends on exercise modality and resting vagal activity in healthy men	10.1186/s40064-015-0882-1	http://dx.doi.org/10.1186/s40064-015-0882-1	2193-1801	SpringerPlus	Felipe A Cunha			2015	1670320988	0	0	0	0	7	0	7	0	7	0	95	5	TRUE	Felipe A Cunha, Adrian W Midgley, Thiago Gonçalves, Pedro P Soares, Paulo Farinatti	2193-1801	26	NA	NA	NA
Partial Body Weight-Supported Treadmill Training in Spinocerebellar Ataxia	10.1155/2018/7172686	http://dx.doi.org/10.1155/2018/7172686	2090-2867	Rehabilitation Research & Practice	Laura Alice Santos de Oliveira			2018	1535786705	1	0	0	0	5	0	4	0	5	0	79	4	TRUE	Laura Alice Santos de Oliveira, Camilla Polonini Martins, Carlos Henrique Ramos Horsczaruk, Débora Cristina Lima da Silva, Luiz Felipe Vasconcellos, Agnaldo José Lopes, Míriam Raquel Meira Mainenti, Erika de Carvalho Rodrigues	2090-2867	7	2.2	0.377	A3
Patients should not rely on low back pain information from Brazilian official websites: A mixed-methods review	10.1016/j.bjpt.2022.100389	http://dx.doi.org/10.1016/j.bjpt.2022.100389	1413-3555	Brazilian Journal of Physical Therapy	Raiany Pires Santos			2022	1660639845	0	0	0	0	56	0	32	0	32	0	31	21	TRUE	Raiany Pires Santos, Thamires Prazeres Alonso, Igor Macedo Tavares Correia, Leandro Calazans Nogueira, Ney Meziat-Filho, Felipe J.J. Reis	1413-3555	5	6.4	0.975	A2
Patients with chronic musculoskeletal pain present low level of the knowledge about the neurophysiology of pain	10.1080/21679169.2019.1676307	http://dx.doi.org/10.1080/21679169.2019.1676307	2167-9169	The European Journal Of Physiotherapy	Paula S. Ferreira			2019	1591576848	0	0	0	0	33	0	30	0	30	0	42	19	FALSE	Paula S. Ferreira, Leticia A. Corrêa, Juliana V. Bittencourt, Felipe J. J. Reis, Ney Meziat-Filho, Leandro A. C. Nogueira	2167-9169	3	2.0	0.349	NA
Patients with Subacromial Pain Syndrome Present no Reduction of Shoulder Proprioception: A Matched Case‐Control Study	10.1002/pmrj.12055	http://dx.doi.org/10.1002/pmrj.12055	1934-1482	PM&R	Bruno S.Q. Gomes			2019	1644155069	0	0	0	0	2	0	2	0	2	0	56	1	FALSE	Bruno S.Q. Gomes, Vanessa K. Coelho, Bruno S. Terra, Priscila S. Bunn, Bruno T. Saragiotto, Arthur S. Ferreira, Leandro A.C. Nogueira	1934-1482	1	3.9	0.619	A3
Performance of National and Foreign Models for Predicting the 6-Minute Walk Distance for Assessment of Functional Exercise Capacity of Brazilian Elderly Women	10.1097/tgr.0000000000000134	http://dx.doi.org/10.1097/tgr.0000000000000134	0882-7524	Topics in Geriatric Rehabilitation	Neysa Laila Xavier Rangel Marques			2017	1645526358	0	0	0	0	1	0	1	0	1	0	16	1	FALSE	Neysa Laila Xavier Rangel Marques, Arthur de Sá Ferreira, Débora Pedroza Guedes da Silva, Sara Lúcia Silveira de Menezes, Fernando Silva Guimarães, Cristina Márcia Dias	0882-7524	3	1.1	0.197	B1
Perspective-taking in blindness: electrophysiological evidence of altered action representations	10.1152/jn.00332.2011	http://dx.doi.org/10.1152/jn.00332.2011	0022-3077	Journal of Neurophysiology	Luís Aureliano Imbiriba			2013	1358448893	0	0	0	0	10	0	9	0	9	0	44	6	FALSE	Luís Aureliano Imbiriba, Maitê Mello Russo, Laura Alice Santos de Oliveira, Ana Paula Fontana, Erika de Carvalho Rodrigues, Marco Antonio Cavalcanti Garcia, Claudia D. Vargas	0022-3077	5	5.1	1.067	A4
Photogrammetric Variables Used by Physical Therapists to Detect Neck Pain and to Refer for Physiotherapeutic Intervention: A Cross-Sectional Study	10.1016/j.jmpt.2018.11.014	http://dx.doi.org/10.1016/j.jmpt.2018.11.014	0161-4754	Journal of Manipulative & Physiological Therapeutics	Érica C.N. Vieira			2019	1643843252	1	0	0	0	18	0	12	0	13	0	38	8	FALSE	Érica C.N. Vieira, Ney A.M. Meziat-Filho, Arthur S. Ferreira	0161-4754	3	2.5	0.454	A2
Physical exercise improves functional capacity and quality of life in patients with acromegaly: a 12-week follow-up study	10.1007/s12020-019-02011-x	http://dx.doi.org/10.1007/s12020-019-02011-x	1355-008X	Endocrine	Tatiana Rafaela Lemos Lima			2019	1594857600	0	0	0	0	1	0	0	0	1	0	39	1	FALSE	Tatiana Rafaela Lemos Lima, Leandro Kasuki, Monica Gadelha, Agnaldo José Lopes	1355-008X	7	6.4	0.824	A4
Physiological strain to prolonged exercise bouts at the walk-run transition speeds depends on locomotion mode in healthy untrained men	10.1111/sms.12693	http://dx.doi.org/10.1111/sms.12693	0905-7188	Scandinavian Journal of Medicine & Science in Sports	W. D. Monteiro			2016	1464713245	0	0	0	0	3	0	3	0	3	0	31	2	FALSE	W. D. Monteiro, F. A. Cunha, E. X. Ivo, R. A. Freire, B. S. Silva, P. Farinatti	0905-7188	3	7.8	1.331	A1
Positive end-expiratory pressure induced changes in airway driving pressure in mechanically ventilated COVID-19 Acute Respiratory Distress Syndrome patients	10.1186/s13054-023-04345-5	http://dx.doi.org/10.1186/s13054-023-04345-5	1364-8535	Critical Care	Mônica Rodrigues da Cruz			2023	1681986236	0	1	0	0	3	0	2	0	3	0	2	8	TRUE	Mônica Rodrigues da Cruz, Luciana Moisés Camilo, Tiago Batista da Costa Xavier, Gabriel Casulari da Motta Ribeiro, Denise Machado Medeiros, Luís Felipe da Fonseca Reis, Bruno Leonardo da Silva Guimarães, André Miguel Japiassú, Alysson Roncally Silva Carvalho	1364-8535	0	18.8	3.577	A1
Poststroke consequences upon optimization properties of postural sway during upright stance: a cross-sectional study	10.1080/10749357.2022.2130620	http://dx.doi.org/10.1080/10749357.2022.2130620	1074-9357	Topics in Stroke Rehabilitation	Flávia A.F. Oliveira			2022	1690313728	0	0	0	0	6	0	5	0	5	0	8	4	FALSE	Flávia A.F. Oliveira, Camilla P. Martins, Laura A.S. de Oliveira, Erika C. Rodrigues, Arthur S. Ferreira, Thiago Lemos	1074-9357	0	4.5	0.705	A1
Postural balance and its association with functionality and quality of life in non‐hospitalized patients with post‐acute COVID‐19 syndrome	10.1002/pri.1967	http://dx.doi.org/10.1002/pri.1967	1358-2267	Physiotherapy Research International	Kennedy Cristian Alves de Sousa			2022	1658673684	0	1	0	0	73	0	70	0	71	0	39	47	TRUE	Kennedy Cristian Alves de Sousa, Damara Guedes Gardel, Agnaldo José Lopes	1358-2267	4	3.4	0.531	A4
Postural Control During Different Unipodal Positions in Professional Ballet Dancers	10.12678/1089-313x.21.4.151	http://dx.doi.org/10.12678/1089-313x.21.4.151	1089-313X	Journal of Dance Medicine & Science	Michelle Costa de Mello			2017	1646046708	1	0	0	0	2	0	1	0	2	0	65	1	FALSE	Michelle Costa de Mello, Arthur de Sá Ferreira, Lilian Ramiro Felicio	1089-313X	20	1.5	0.223	A3
Postural control in football players with vision impairment: Effect of sports adaptation or visual input restriction?	10.1590/s1980-657420220010821	http://dx.doi.org/10.1590/s1980-657420220010821	1980-6574	Motriz: Revista de Educação Física	Monica M. Nascimento			2022	1661905746	0	0	0	0	11	0	10	0	10	0	8	8	TRUE	Monica M. Nascimento, Pablo R.O. Silva, Lilian R. Felício, Míriam R.M. Mainenti, Humberto L. Miranda, Gabriel A. Paz, Thiago Lemos, Arthur de Sá Ferreira, Patrícia S. Vigário	1980-6574	0	NA	0.223	B1
Postural Muscle Unit Plasticity in Stroke Survivors: Altered Distribution of Gastrocnemius' Action Potentials	10.3389/fneur.2019.00686	http://dx.doi.org/10.3389/fneur.2019.00686	1664-2295	Frontiers in Neurology	Taian M. Vieira			2019	1561613568	0	0	0	0	2	0	2	0	2	0	29	1	TRUE	Taian M. Vieira, Thiago Lemos, Laura A. S. Oliveira, Carlos H. R. Horsczaruk, Gabriel R. Freitas, Fernanda Tovar-Moll, Erika C. Rodrigues	1664-2295	5	4.8	0.978	A4
Postural tasks are associated with center of pressure spatial patterns of three-dimensional statokinesigrams in young and elderly healthy subjects	10.1016/j.humov.2013.06.005	http://dx.doi.org/10.1016/j.humov.2013.06.005	0167-9457	Human Movement Science	Patrícia Junqueira Ferraz Baracat			2013	1654027583	0	0	0	0	3	0	3	0	3	0	47	2	FALSE	Patrícia Junqueira Ferraz Baracat, Arthur de Sá Ferreira	0167-9457	11	4.3	0.636	A3
Posturography measures in specific ballet stance position discriminate ballet dancers with different occurrences of musculoskeletal injuries	10.1016/j.jbmt.2023.04.020	http://dx.doi.org/10.1016/j.jbmt.2023.04.020	1360-8592	Journal of Bodywork & Movement Therapies	Michelle Costa			2023	1682731136	0	0	0	0	6	0	3	0	3	0	1	2	FALSE	Michelle Costa, Pedro E.C. Saldanha, Arthur S. Ferreira, Lilian R. Felicio, Thiago Lemos	1360-8592	0	2.5	0.404	A2
Pragmatic Combinations of Acupuncture Points for Lateral Epicondylalgia are Unreliable in the Physiotherapy Setting	10.1016/j.jams.2018.07.006	http://dx.doi.org/10.1016/j.jams.2018.07.006	2005-2901	Journal of Acupuncture and Meridian Studies	Danielle T. Alvim			2018	1673008712	0	0	0	0	5	0	3	0	3	0	59	2	TRUE	Danielle T. Alvim, Arthur S. Ferreira	2005-2901	2	1.8	0.235	A4
Pragmatic neural tissue management improves short-term pain and disability in patients with sciatica: a single-arm clinical trial	10.1080/10669817.2019.1580420	http://dx.doi.org/10.1080/10669817.2019.1580420	1066-9817	Journal of Manual & Manipulative Therapy (Journal of Manual & Manipulative Therapy)	Renato Santos de Almeida			2019	1644617248	1	0	0	0	7	0	6	0	7	0	95	4	TRUE	Renato Santos de Almeida, Eduardo Machado, Tiê Parma Yamato, Luciano Santos De Melo, Leandro Alberto Calazans Nogueira	1066-9817	2	2.6	0.403	B1
Predictive models of six-minute walking distance in adults with sickle cell anemia: Implications for rehabilitation	10.1016/j.jbmt.2016.02.005	http://dx.doi.org/10.1016/j.jbmt.2016.02.005	1360-8592	Journal of Bodywork & Movement Therapies	Cirlene de Lima Marinho			2016	1647266964	0	0	0	0	2	0	2	0	2	0	42	1	FALSE	Cirlene de Lima Marinho, Maria Christina Paixão Maioli, Andrea Ribeiro Soares, Ricardo Bedirian, Pedro Lopes de Melo, Fernando Silva Guimarães, Arthur de Sá Ferreira, Agnaldo José Lopes	1360-8592	11	2.5	0.404	A2
Predictors of functional capacity as measured by the Glittre activities of daily living test in women with rheumatoid arthritis	10.1590/1414-431x202010040	http://dx.doi.org/10.1590/1414-431x202010040	1414-431X	Brazilian Journal of Medical and Biological Research	M.J.A. Palugan			2021	1648633787	0	0	0	0	4	0	3	0	3	0	28	2	TRUE	M.J.A. Palugan, A.C.B. Assis, E.J.C. Bessa, A.S. Ferreira, A.J. Lopes	1414-431X	2	4.5	0.528	A3
Prefrontal tDCS modulates autonomic responses in COVID-19 inpatients	10.1016/j.brs.2023.03.001	http://dx.doi.org/10.1016/j.brs.2023.03.001	1935-861X	Brain Stimulation	Talita P. Pinto			2023	1682698890	0	1	0	3	18	0	13	0	17	0	13	33	TRUE	Talita P. Pinto, Jacqueline C. Inácio, Erivelton de Aguiar, Arthur S. Ferreira, Felipe Kenji Sudo, Fernanda Tovar-Moll, Erika C. Rodrigues	1935-861X	0	12.9	2.184	A1
Preparing to Grasp Emotionally Laden Stimuli	10.1371/journal.pone.0045235	http://dx.doi.org/10.1371/journal.pone.0045235	1932-6203	PLOS ONE	Laura Alice Santos de Oliveira			2012	1347887698	0	0	0	0	11	0	10	0	10	0	58	6	TRUE	Laura Alice Santos de Oliveira, Luís Aureliano Imbiriba, Maitê Mello Russo, Anaelli A. Nogueira-Campos, Erika de C. Rodrigues, Mirtes G. Pereira, Eliane Volchan, Cláudia Domingues Vargas	1932-6203	17	6.0	0.885	A1
Prevalence and Risk Factors for Musculoskeletal Pain in Keyboard Musicians: A Systematic Review	10.1016/j.pmrj.2018.04.001	http://dx.doi.org/10.1016/j.pmrj.2018.04.001	1934-1482	PM&R	Leticia Amaral Corrêa			2018	1626971531	2	0	0	0	15	0	9	1	12	0	103	7	FALSE	Leticia Amaral Corrêa, Luciano Teixeira dos Santos, Edmur Nelson Nogueira Paranhos, Alfredo Ignacio Minetti Albertini, Patrícia do Carmo Silva Parreira, Leandro Alberto Calazans Nogueira	1934-1482	13	3.9	0.619	A3
Prevalence of neurological complications associated with Zika virus in a brazilian metropolis	10.4081/ni.2018.7638	http://dx.doi.org/10.4081/ni.2018.7638	2035-8377	Neurology International	Kattiucy Gabrielle Da Silva Brito			2018	1566583184	0	0	0	0	8	0	6	0	6	0	37	5	TRUE	Kattiucy Gabrielle Da Silva Brito, Edarlan Barbosa dos Santos, Liliane Dos Santos Maia Lucas, Marco Orsini, Rossano Fiorelli, Silmar Teixeira, Carla Ayres, Luan Correia, Victor Hugo Bastos, Eduardo Trajano, Carlos Eduardo Cardoso, Marcos R.G. De Freitas, Antônio Marcos Da Silva Catharino	2035-8377	1	2.2	0.448	B2
Prevalence of Nonsteroidal Antiinflammatory Drugs Prescribed for Osteoarthritis: A Systematic Review and Meta‐Analysis of Observational Studies	10.1002/acr.25157	http://dx.doi.org/10.1002/acr.25157	2151-464X	Arthritis Care & Research	Zijing Yang			2023	1688158919	1	0	0	0	20	0	16	0	17	0	1	10	TRUE	Zijing Yang, Stephanie Mathieson, Sarah Kobayashi, Christina Abdel Shaheed, Leandro Alberto Calazans Nogueira, Milena Simic, Gustavo Machado, Andrew J. McLachlan	2151-464X	0	9.1	1.718	A1
Promoting integrative medicine by computerization of traditional Chinese medicine for scientific research and clinical practice: The SuiteTCM Project	10.3736/jintegrmed2013013	http://dx.doi.org/10.3736/jintegrmed2013013	2095-4964	Journal of Integrative Medicine	Arthur de Sá Ferreira			2013	1652356041	0	0	0	0	2	0	2	0	2	0	30	2	FALSE	Arthur de Sá Ferreira	2095-4964	7	7.5	0.633	A2
Pulmonary Densitovolumetry Using Computed Tomography in Patients with Nontuberculous Mycobacteria: Correlation with Pulmonary Function Tests	10.1155/2019/5942783	http://dx.doi.org/10.1155/2019/5942783	2090-1836	Pulmonary Medicine	Patricia Gomes Cytrangulo De Marca			2019	1585735204	0	0	0	0	10	0	3	0	3	0	13	2	TRUE	Patricia Gomes Cytrangulo De Marca, Telma Goldenberg, Fernanda Carvalho Queiroz Mello, Alysson Roncally Silva Carvalho, Alan Ranieri Medeiros Guimarães, Roberto Mogami, Agnaldo José Lopes	2090-1836	2	7.3	0.982	A4
Pulmonary function, functional capacity and quality of life in adults with cystic fibrosis.	10.1016/j.rppnen.2014.10.003	http://dx.doi.org/10.1016/j.rppnen.2014.10.003	2173-5115	Revista Portuguesa de Pneumologia (English Edition)	Ribeiro Moço, V J			2015	1448115180	1	0	0	0	1	0	0	0	1	0	63	1	TRUE	Ribeiro Moço, V J, Lopes, A J, Dos Santos Vigário, P, de Almeida, V P, de Menezes, S L S, Guimarães, F S	2173-5115	3	NA	NA	NA
Pulse waveform analysis as a bridge between pulse examination in Chinese medicine and cardiology	10.1007/s11655-013-1412-z	http://dx.doi.org/10.1007/s11655-013-1412-z	1672-0415	Chinese Journal of Integrative Medicine	Arthur de Sá Ferreira			2013	1652104061	0	0	0	0	2	0	2	0	2	0	20	2	FALSE	Arthur de Sá Ferreira, Agnaldo José Lopes	1672-0415	9	5.3	0.483	A3
Pulse Waveform Analysis of Chinese Pulse Images and Its Association with Disability in Hypertension	10.1016/j.jams.2015.06.012	http://dx.doi.org/10.1016/j.jams.2015.06.012	2005-2901	Journal of Acupuncture and Meridian Studies	Nathalia Gomes Ribeiro Moura			2016	1648811692	0	0	0	0	2	0	2	0	2	0	43	1	TRUE	Nathalia Gomes Ribeiro Moura, Arthur Sá Ferreira	2005-2901	21	1.8	0.235	A4
Quadriceps short-term resistance exercise in subjects with resistant hypertension	10.1590/s0103-51502011000400006	http://dx.doi.org/10.1590/s0103-51502011000400006	0103-5150	Fisioterapia em Movimento	Arthur de Sá Ferreira			2011	1667561147	0	0	0	0	1	0	1	0	1	0	4	1	TRUE	Arthur de Sá Ferreira, Juliana Flávia de Oliveira, Ivan Cordovil, José Barbosa Filho	0103-5150	1	0.3	NA	B1
Quality of Life and Volume Reduction in Women with Secondary Lymphoedema Related to Breast Cancer	10.1155/2015/586827	http://dx.doi.org/10.1155/2015/586827	2090-3170	International Journal of Breast Cancer	Marcus Lanza			2015	1454671452	0	0	0	0	1	0	1	0	1	0	95	1	TRUE	Marcus Lanza, Anke Bergmann, Maria Giseli da Costa Leite Ferreira, Suzana Sales de Aguiar, Ricardo de Almeida Dias, Karen de Souza Abrahão, Ester M. Paltrinieri, Ruy G. Martínez Allende, Mauro Figueiredo Carvalho de Andrade	2090-3170	7	2.4	0.415	NA
Quality of Life, Muscle Strength, and Fatigue Perception in Patients on Suppressive Therapy With Levothyroxine for Differentiated Thyroid Carcinoma	10.1097/coc.0b013e318248d864	http://dx.doi.org/10.1097/coc.0b013e318248d864	0277-3732	American Journal of Clinical Oncology: Cancer Clinical Trials	Dhiãnah Santini de Oliveira Chachamovitz			2013	1393102505	0	0	0	0	3	0	1	0	1	0	59	1	FALSE	Dhiãnah Santini de Oliveira Chachamovitz, Patrícia dos Santos Vigário, Mônica Fabíola Nogueira Cordeiro, Carmen Lucia Natividade de Castro, Mário Vaisman, Patrícia de Fátima dos Santos Teixeira	0277-3732	16	4.9	0.916	B1
Reference Value for the Distance Walked in the Six-Minute Walk Test in Obese Brazilian Men in the Preoperative Period of Bariatric Surgery	10.1155/2021/9577412	http://dx.doi.org/10.1155/2021/9577412	2090-0716	Journal of Obesity	Cesar Antonio Luchesa			2021	1648579639	0	0	0	0	1	0	1	0	1	0	25	1	TRUE	Cesar Antonio Luchesa, Thiago Thomaz Mafort, Rafael Rodrigues da Silva, Isabela Cristina Paro, Fernanda Micheli de Souza, Agnaldo José Lopes	2090-0716	0	9.0	0.88	A3
Reference Values for Human Posture Measurements Based on Computerized Photogrammetry: A Systematic Review	10.1016/j.jmpt.2016.12.001	http://dx.doi.org/10.1016/j.jmpt.2016.12.001	0161-4754	Journal of Manipulative & Physiological Therapeutics	Ana Freire Macedo Ribeiro			2017	1625935215	0	0	0	0	1	0	1	0	1	0	153	1	FALSE	Ana Freire Macedo Ribeiro, Anke Bergmann, Thiago Lemos, Antônio Guilherme Pacheco, Maitê Mello Russo, Laura Alice Santos de Oliveira, Erika de Carvalho Rodrigues	0161-4754	29	2.5	0.454	A2
Relationship Between Percentages of Heart Rate Reserve and Oxygen Uptake Reserve During Cycling and Running: A Validation Study	10.1519/jsc.0000000000002079	http://dx.doi.org/10.1519/jsc.0000000000002079	1064-8011	Journal of Strength & Conditioning Research	Giovanna C. Guimarães			2019	1499177703	0	0	0	0	5	0	5	0	5	0	36	3	TRUE	Giovanna C. Guimarães, Paulo T.V. Farinatti, Adrian W. Midgley, Fabrício Vasconcellos, Patrícia Vigário, Felipe A. Cunha	1064-8011	5	6.8	1.3	A2
Relationship between the Widespread Pain Index and the PainMAP software for pain sites measurement in patients with Widespread Pain	10.5935/2595-0118.20230003-en	http://dx.doi.org/10.5935/2595-0118.20230003-en	2595-0118	Brazilian Journal Of Pain	Juliana Valentim Bittencourt			2023	1682812699	0	0	0	0	6	0	6	0	6	0	1	5	FALSE	Juliana Valentim Bittencourt, Jéssica Pinto Martins do Rio, Leticia Amaral Corrêa, Felipe José Jandre dos Reis, Arthur de Sá Ferreira, Leandro Alberto Calazans Nogueira	2595-0118	0	NA	NA	B1
Relationship between ventilation heterogeneity and exercise intolerance in adults with sickle cell anemia	10.1590/1414-431x20176512	http://dx.doi.org/10.1590/1414-431x20176512	1414-431X	Brazilian Journal of Medical and Biological Research	A.J. Lopes			2017	1512481143	0	0	0	0	1	0	1	0	1	0	39	1	TRUE	A.J. Lopes, C.L. Marinho, U.D. Alves, C.E.A. Gonçalves, P.O. Silva, E.C. Botelho, R. Bedirian, A.R. Soares, M.C.P. Maioli	1414-431X	8	4.5	0.528	A3
Reliability and robustness of optimization properties for stabilization of the upright stance as determined using posturography	10.1016/j.jbiomech.2020.109686	http://dx.doi.org/10.1016/j.jbiomech.2020.109686	0021-9290	Journal of Biomechanics	Carla Porto			2020	1642761851	0	0	0	0	5	0	3	0	3	0	18	2	TRUE	Carla Porto, Thiago Lemos, Arthur Sá Ferreira	0021-9290	1	4.9	0.699	A1
Reliability of two pragmatic tools for assessing text neck	10.1016/j.jbmt.2018.01.007	http://dx.doi.org/10.1016/j.jbmt.2018.01.007	1360-8592	Journal of Bodywork & Movement Therapies	Gerson Moreira Damasceno			2018	1644666506	2	0	0	0	19	0	13	0	15	0	89	9	FALSE	Gerson Moreira Damasceno, Arthur Sá Ferreira, Leandro Alberto Calazans Nogueira, Felipe José Jandre Reis, Rodrigo Wagner Lara, Ney Meziat-Filho	1360-8592	4	2.5	0.404	A2
Reproducibility of the low back clinical postural grouping in adolescents	10.1016/j.jbmt.2015.11.004	http://dx.doi.org/10.1016/j.jbmt.2015.11.004	1360-8592	Journal of Bodywork & Movement Therapies	Ney Meziat-Filho			2016	1495101681	1	0	0	0	4	0	3	0	4	0	25	2	FALSE	Ney Meziat-Filho, Roberta Mendonça, Adriano Pezolato, Felipe J.J. Reis, Leandro Alberto Calazans Nogueira	1360-8592	3	2.5	0.404	A2
Resonance phenomenon during wrist pulse-taking: A stochastic simulation, model-based study of the ‘pressing with one finger’ technique	10.1016/j.bspc.2012.10.004	http://dx.doi.org/10.1016/j.bspc.2012.10.004	1746-8094	Biomedical Signal Processing and Control	Arthur de Sá Ferreira			2013	1656413387	0	0	0	0	1	0	1	0	1	0	10	1	FALSE	Arthur de Sá Ferreira	1746-8094	10	8.2	1.071	A1
Respiratory Oscillometry in Chronic Obstructive Pulmonary Disease: Association with Functional Capacity as Evaluated by Adl Glittre Test and Hand Grip Strength Test	10.2147/copd.s353912	http://dx.doi.org/10.2147/copd.s353912	1178-2005	International Journal of Chronic Obstructive Pulmonary Disease	Caroline Oliveira Ribeiro			2022	1651740266	0	0	0	0	4	0	4	0	4	0	12	3	TRUE	Caroline Oliveira Ribeiro, Agnaldo José Lopes, Pedro Lopes de Melo	1178-2005	0	NA	0.924	A1
